Rowid,Country,State lgd code,State,Year,Gender,Projected population
798,India,16,Tripura,2019,Male,2042
799,India,16,Tripura,2020,Female,1990
800,India,16,Tripura,2020,Male,2061
801,India,16,Tripura,2021,Female,2010
802,India,16,Tripura,2021,Male,2080
803,India,16,Tripura,2022,Female,2029
804,India,16,Tripura,2022,Male,2098
805,India,16,Tripura,2023,Female,2049
806,India,16,Tripura,2023,Male,2117
807,India,16,Tripura,2024,Female,2068
808,India,16,Tripura,2024,Male,2135
809,India,16,Tripura,2025,Female,2088
810,India,16,Tripura,2025,Male,2153
811,India,16,Tripura,2026,Female,2106
812,India,16,Tripura,2026,Male,2171
813,India,16,Tripura,2027,Female,2124
814,India,16,Tripura,2027,Male,2187
815,India,16,Tripura,2028,Female,2142
816,India,16,Tripura,2028,Male,2203
817,India,16,Tripura,2029,Female,2159
818,India,16,Tripura,2029,Male,2220
819,India,16,Tripura,2030,Female,2177
820,India,16,Tripura,2030,Male,2236
821,India,16,Tripura,2031,Female,2193
822,India,16,Tripura,2031,Male,2250
823,India,16,Tripura,2032,Female,2208
824,India,16,Tripura,2032,Male,2263
825,India,16,Tripura,2033,Female,2222
826,India,16,Tripura,2033,Male,2275
827,India,16,Tripura,2034,Female,2237
828,India,16,Tripura,2034,Male,2288
829,India,16,Tripura,2035,Female,2251
830,India,16,Tripura,2035,Male,2300
831,India,16,Tripura,2036,Female,2266
832,India,16,Tripura,2036,Male,2312
833,India,17,Meghalaya,2011,Female,1483
834,India,17,Meghalaya,2011,Male,1500
835,India,17,Meghalaya,2012,Female,1500
836,India,17,Meghalaya,2012,Male,1516
837,India,17,Meghalaya,2013,Female,1516
838,India,17,Meghalaya,2013,Male,1532
839,India,17,Meghalaya,2014,Female,1533
840,India,17,Meghalaya,2014,Male,1547
841,India,17,Meghalaya,2015,Female,1549
842,India,17,Meghalaya,2015,Male,1563
843,India,17,Meghalaya,2016,Female,1566
844,India,17,Meghalaya,2016,Male,1579
845,India,17,Meghalaya,2017,Female,1582
846,India,17,Meghalaya,2017,Male,1594
847,India,17,Meghalaya,2018,Female,1599
848,India,17,Meghalaya,2018,Male,1610
849,India,17,Meghalaya,2019,Female,1615
850,India,17,Meghalaya,2019,Male,1625
851,India,17,Meghalaya,2020,Female,1631
852,India,17,Meghalaya,2020,Male,1641
853,India,17,Meghalaya,2021,Female,1648
854,India,17,Meghalaya,2021,Male,1656
855,India,17,Meghalaya,2022,Female,1663
856,India,17,Meghalaya,2022,Male,1670
857,India,17,Meghalaya,2023,Female,1679
858,India,17,Meghalaya,2023,Male,1685
859,India,17,Meghalaya,2024,Female,1695
860,India,17,Meghalaya,2024,Male,1699
861,India,17,Meghalaya,2025,Female,1711
862,India,17,Meghalaya,2025,Male,1714
863,India,17,Meghalaya,2026,Female,1726
864,India,17,Meghalaya,2026,Male,1728
865,India,17,Meghalaya,2027,Female,1741
866,India,17,Meghalaya,2027,Male,1741
867,India,17,Meghalaya,2028,Female,1755
868,India,17,Meghalaya,2028,Male,1754
869,India,17,Meghalaya,2029,Female,1770
870,India,17,Meghalaya,2029,Male,1767
871,India,17,Meghalaya,2030,Female,1785
872,India,17,Meghalaya,2030,Male,1780
873,India,17,Meghalaya,2031,Female,1798
874,India,17,Meghalaya,2031,Male,1791
875,India,17,Meghalaya,2032,Female,1810
876,India,17,Meghalaya,2032,Male,1801
877,India,17,Meghalaya,2033,Female,1821
878,India,17,Meghalaya,2033,Male,1811
879,India,17,Meghalaya,2034,Female,1833
880,India,17,Meghalaya,2034,Male,1821
881,India,17,Meghalaya,2035,Female,1845
882,India,17,Meghalaya,2035,Male,1831
883,India,17,Meghalaya,2036,Female,1857
884,India,17,Meghalaya,2036,Male,1840
885,India,18,Assam,2011,Female,15381
886,India,18,Assam,2011,Male,16053
887,India,18,Assam,2012,Female,15579
888,India,18,Assam,2012,Male,16248
889,India,18,Assam,2013,Female,15776
890,India,18,Assam,2013,Male,16443
891,India,18,Assam,2014,Female,15974
892,India,18,Assam,2014,Male,16638
893,India,18,Assam,2015,Female,16171
894,India,18,Assam,2015,Male,16834
895,India,18,Assam,2016,Female,16364
896,India,18,Assam,2016,Male,17023
897,India,18,Assam,2017,Female,16553
898,India,18,Assam,2017,Male,17209
899,India,18,Assam,2018,Female,16743
900,India,18,Assam,2018,Male,17394
901,India,18,Assam,2019,Female,16932
902,India,18,Assam,2019,Male,17580
903,India,18,Assam,2020,Female,17122
904,India,18,Assam,2020,Male,17766
905,India,18,Assam,2021,Female,17300
906,India,18,Assam,2021,Male,17938
907,India,18,Assam,2022,Female,17471
908,India,18,Assam,2022,Male,18102
909,India,18,Assam,2023,Female,17642
910,India,18,Assam,2023,Male,18265
911,India,18,Assam,2024,Female,17813
912,India,18,Assam,2024,Male,18429
913,India,18,Assam,2025,Female,17984
914,India,18,Assam,2025,Male,18593
915,India,18,Assam,2026,Female,18145
916,India,18,Assam,2026,Male,18744
917,India,18,Assam,2027,Female,18299
918,India,18,Assam,2027,Male,18886
919,India,18,Assam,2028,Female,18453
920,India,18,Assam,2028,Male,19028
921,India,18,Assam,2029,Female,18607
922,India,18,Assam,2029,Male,19170
923,India,18,Assam,2030,Female,18760
924,India,18,Assam,2030,Male,19313
925,India,18,Assam,2031,Female,18899
926,India,18,Assam,2031,Male,19438
927,India,18,Assam,2032,Female,19027
928,India,18,Assam,2032,Male,19550
929,India,18,Assam,2033,Female,19155
930,India,18,Assam,2033,Male,19663
931,India,18,Assam,2034,Female,19282
932,India,18,Assam,2034,Male,19776
933,India,18,Assam,2035,Female,19410
934,India,18,Assam,2035,Male,19888
935,India,18,Assam,2036,Female,19538
936,India,18,Assam,2036,Male,20001
937,India,19,West Bengal,2011,Female,44695
938,India,19,West Bengal,2011,Male,47024
939,India,19,West Bengal,2012,Female,45087
940,India,19,West Bengal,2012,Male,47394
941,India,19,West Bengal,2013,Female,45478
942,India,19,West Bengal,2013,Male,47763
943,India,19,West Bengal,2014,Female,45869
944,India,19,West Bengal,2014,Male,48132
945,India,19,West Bengal,2015,Female,46260
946,India,19,West Bengal,2015,Male,48502
947,India,19,West Bengal,2016,Female,46611
948,India,19,West Bengal,2016,Male,48824
949,India,19,West Bengal,2017,Female,46932
950,India,19,West Bengal,2017,Male,49112
951,India,19,West Bengal,2018,Female,47253
952,India,19,West Bengal,2018,Male,49400
953,India,19,West Bengal,2019,Female,47574
954,India,19,West Bengal,2019,Male,49687
955,India,19,West Bengal,2020,Female,47896
956,India,19,West Bengal,2020,Male,49975
957,India,19,West Bengal,2021,Female,48182
958,India,19,West Bengal,2021,Male,50222
959,India,19,West Bengal,2022,Female,48445
960,India,19,West Bengal,2022,Male,50439
961,India,19,West Bengal,2023,Female,48707
962,India,19,West Bengal,2023,Male,50656
963,India,19,West Bengal,2024,Female,48970
964,India,19,West Bengal,2024,Male,50873
965,India,19,West Bengal,2025,Female,49232
966,India,19,West Bengal,2025,Male,51090
967,India,19,West Bengal,2026,Female,49454
968,India,19,West Bengal,2026,Male,51259
969,India,19,West Bengal,2027,Female,49648
970,India,19,West Bengal,2027,Male,51395
971,India,19,West Bengal,2028,Female,49841
972,India,19,West Bengal,2028,Male,51530
973,India,19,West Bengal,2029,Female,50035
974,India,19,West Bengal,2029,Male,51666
975,India,19,West Bengal,2030,Female,50228
976,India,19,West Bengal,2030,Male,51802
977,India,19,West Bengal,2031,Female,50372
978,India,19,West Bengal,2031,Male,51884
979,India,19,West Bengal,2032,Female,50480
980,India,19,West Bengal,2032,Male,51928
981,India,19,West Bengal,2033,Female,50589
982,India,19,West Bengal,2033,Male,51973
983,India,19,West Bengal,2034,Female,50697
984,India,19,West Bengal,2034,Male,52017
985,India,19,West Bengal,2035,Female,50806
986,India,19,West Bengal,2035,Male,52062
987,India,19,West Bengal,2036,Female,50914
988,India,19,West Bengal,2036,Male,52106
989,India,20,Jharkhand,2011,Female,16219
990,India,20,Jharkhand,2011,Male,17097
991,India,20,Jharkhand,2012,Female,16495
992,India,20,Jharkhand,2012,Male,17383
993,India,20,Jharkhand,2013,Female,16772
994,India,20,Jharkhand,2013,Male,17669
995,India,20,Jharkhand,2014,Female,17048
996,India,20,Jharkhand,2014,Male,17956
997,India,20,Jharkhand,2015,Female,17324
998,India,20,Jharkhand,2015,Male,18242
999,India,20,Jharkhand,2016,Female,17594
1000,India,20,Jharkhand,2016,Male,18517
1001,India,20,Jharkhand,2017,Female,17861
1002,India,20,Jharkhand,2017,Male,18785
1003,India,20,Jharkhand,2018,Female,18127
1004,India,20,Jharkhand,2018,Male,19053
1005,India,20,Jharkhand,2019,Female,18393
1006,India,20,Jharkhand,2019,Male,19321
1007,India,20,Jharkhand,2020,Female,18659
1008,India,20,Jharkhand,2020,Male,19590
1009,India,20,Jharkhand,2021,Female,18917
1010,India,20,Jharkhand,2021,Male,19845
1011,India,20,Jharkhand,2022,Female,19167
1012,India,20,Jharkhand,2022,Male,20091
1013,India,20,Jharkhand,2023,Female,19418
1014,India,20,Jharkhand,2023,Male,20338
1015,India,20,Jharkhand,2024,Female,19669
1016,India,20,Jharkhand,2024,Male,20584
1017,India,20,Jharkhand,2025,Female,19920
1018,India,20,Jharkhand,2025,Male,20831
1019,India,20,Jharkhand,2026,Female,20159
1020,India,20,Jharkhand,2026,Male,21061
1021,India,20,Jharkhand,2027,Female,20390
1022,India,20,Jharkhand,2027,Male,21280
1023,India,20,Jharkhand,2028,Female,20622
1024,India,20,Jharkhand,2028,Male,21499
1025,India,20,Jharkhand,2029,Female,20853
1026,India,20,Jharkhand,2029,Male,21719
1027,India,20,Jharkhand,2030,Female,21084
1028,India,20,Jharkhand,2030,Male,21938
1029,India,20,Jharkhand,2031,Female,21299
1030,India,20,Jharkhand,2031,Male,22138
1031,India,20,Jharkhand,2032,Female,21501
1032,India,20,Jharkhand,2032,Male,22324
1033,India,20,Jharkhand,2033,Female,21704
1034,India,20,Jharkhand,2033,Male,22511
1035,India,20,Jharkhand,2034,Female,21906
1036,India,20,Jharkhand,2034,Male,22697
1037,India,20,Jharkhand,2035,Female,22109
1038,India,20,Jharkhand,2035,Male,22884
1039,India,20,Jharkhand,2036,Female,22311
1040,India,20,Jharkhand,2036,Male,23071
1041,India,21,Odisha,2011,Female,20882
1042,India,21,Odisha,2011,Male,21325
1043,India,21,Odisha,2012,Female,21087
1044,India,21,Odisha,2012,Male,21518
1045,India,21,Odisha,2013,Female,21292
1046,India,21,Odisha,2013,Male,21712
1047,India,21,Odisha,2014,Female,21496
1048,India,21,Odisha,2014,Male,21905
1049,India,21,Odisha,2015,Female,21701
1050,India,21,Odisha,2015,Male,22099
1051,India,21,Odisha,2016,Female,21893
1052,India,21,Odisha,2016,Male,22275
1053,India,21,Odisha,2017,Female,22074
1054,India,21,Odisha,2017,Male,22440
1055,India,21,Odisha,2018,Female,22255
1056,India,21,Odisha,2018,Male,22605
1057,India,21,Odisha,2019,Female,22436
1058,India,21,Odisha,2019,Male,22769
1059,India,21,Odisha,2020,Female,22618
1060,India,21,Odisha,2020,Male,22934
1061,India,21,Odisha,2021,Female,22782
1062,India,21,Odisha,2021,Male,23083
1063,India,21,Odisha,2022,Female,22935
1064,India,21,Odisha,2022,Male,23221
1065,India,21,Odisha,2023,Female,23087
1066,India,21,Odisha,2023,Male,23359
1067,India,21,Odisha,2024,Female,23239
1068,India,21,Odisha,2024,Male,23497
1069,India,21,Odisha,2025,Female,23392
1070,India,21,Odisha,2025,Male,23634
1071,India,21,Odisha,2026,Female,23525
1072,India,21,Odisha,2026,Male,23752
1073,India,21,Odisha,2027,Female,23645
1074,India,21,Odisha,2027,Male,23854
1075,India,21,Odisha,2028,Female,23765
1076,India,21,Odisha,2028,Male,23957
1077,India,21,Odisha,2029,Female,23885
1078,India,21,Odisha,2029,Male,24059
1079,India,21,Odisha,2030,Female,24005
1080,India,21,Odisha,2030,Male,24162
1081,India,21,Odisha,2031,Female,24105
1082,India,21,Odisha,2031,Male,24244
1083,India,21,Odisha,2032,Female,24191
1084,India,21,Odisha,2032,Male,24311
1085,India,21,Odisha,2033,Female,24277
1086,India,21,Odisha,2033,Male,24379
1087,India,21,Odisha,2034,Female,24362
1088,India,21,Odisha,2034,Male,24446
1089,India,21,Odisha,2035,Female,24448
1090,India,21,Odisha,2035,Male,24514
1091,India,21,Odisha,2036,Female,24533
1092,India,21,Odisha,2036,Male,24582
1093,India,22,Chhattisgarh,2011,Female,12832
1094,India,22,Chhattisgarh,2011,Male,12950
1095,India,22,Chhattisgarh,2012,Female,13037
1096,India,22,Chhattisgarh,2012,Male,13150
1097,India,22,Chhattisgarh,2013,Female,13242
1098,India,22,Chhattisgarh,2013,Male,13350
1099,India,22,Chhattisgarh,2014,Female,13447
1100,India,22,Chhattisgarh,2014,Male,13550
1101,India,22,Chhattisgarh,2015,Female,13652
1102,India,22,Chhattisgarh,2015,Male,13751
1103,India,22,Chhattisgarh,2016,Female,13850
1104,India,22,Chhattisgarh,2016,Male,13946
1105,India,22,Chhattisgarh,2017,Female,14042
1106,India,22,Chhattisgarh,2017,Male,14138
1107,India,22,Chhattisgarh,2018,Female,14234
1108,India,22,Chhattisgarh,2018,Male,14330
1109,India,22,Chhattisgarh,2019,Female,14426
1110,India,22,Chhattisgarh,2019,Male,14522
1111,India,22,Chhattisgarh,2020,Female,14618
1112,India,22,Chhattisgarh,2020,Male,14714
1113,India,22,Chhattisgarh,2021,Female,14799
1114,India,22,Chhattisgarh,2021,Male,14894
1115,India,22,Chhattisgarh,2022,Female,14971
1116,India,22,Chhattisgarh,2022,Male,15066
1117,India,22,Chhattisgarh,2023,Female,15144
1118,India,22,Chhattisgarh,2023,Male,15237
1119,India,22,Chhattisgarh,2024,Female,15316
1120,India,22,Chhattisgarh,2024,Male,15408
1121,India,22,Chhattisgarh,2025,Female,15488
1122,India,22,Chhattisgarh,2025,Male,15579
1123,India,22,Chhattisgarh,2026,Female,15648
1124,India,22,Chhattisgarh,2026,Male,15739
1125,India,22,Chhattisgarh,2027,Female,15799
1126,India,22,Chhattisgarh,2027,Male,15889
1127,India,22,Chhattisgarh,2028,Female,15950
1128,India,22,Chhattisgarh,2028,Male,16040
1129,India,22,Chhattisgarh,2029,Female,16101
1130,India,22,Chhattisgarh,2029,Male,16191
1131,India,22,Chhattisgarh,2030,Female,16252
1132,India,22,Chhattisgarh,2030,Male,16341
1133,India,22,Chhattisgarh,2031,Female,16396
1134,India,22,Chhattisgarh,2031,Male,16482
1135,India,22,Chhattisgarh,2032,Female,16534
1136,India,22,Chhattisgarh,2032,Male,16617
1137,India,22,Chhattisgarh,2033,Female,16672
1138,India,22,Chhattisgarh,2033,Male,16751
1139,India,22,Chhattisgarh,2034,Female,16810
1140,India,22,Chhattisgarh,2034,Male,16885
1141,India,22,Chhattisgarh,2035,Female,16948
1142,India,22,Chhattisgarh,2035,Male,17020
1143,India,22,Chhattisgarh,2036,Female,17086
1144,India,22,Chhattisgarh,2036,Male,17154
1145,India,23,Madhya Pradesh,2011,Female,35371
1146,India,23,Madhya Pradesh,2011,Male,37977
1147,India,23,Madhya Pradesh,2012,Female,35982
1148,India,23,Madhya Pradesh,2012,Male,38602
1149,India,23,Madhya Pradesh,2013,Female,36593
1150,India,23,Madhya Pradesh,2013,Male,39227
1151,India,23,Madhya Pradesh,2014,Female,37204
1152,India,23,Madhya Pradesh,2014,Male,39852
1492,India,31,Lakshadweep,2028,Male,36
1153,India,23,Madhya Pradesh,2015,Female,37814
1154,India,23,Madhya Pradesh,2015,Male,40477
1155,India,23,Madhya Pradesh,2016,Female,38400
1156,India,23,Madhya Pradesh,2016,Male,41072
1157,India,23,Madhya Pradesh,2017,Female,38968
1158,India,23,Madhya Pradesh,2017,Male,41647
1159,India,23,Madhya Pradesh,2018,Female,39535
1160,India,23,Madhya Pradesh,2018,Male,42221
1161,India,23,Madhya Pradesh,2019,Female,40103
1162,India,23,Madhya Pradesh,2019,Male,42795
1163,India,23,Madhya Pradesh,2020,Female,40670
1164,India,23,Madhya Pradesh,2020,Male,43370
1165,India,23,Madhya Pradesh,2021,Female,41211
1166,India,23,Madhya Pradesh,2021,Male,43907
1167,India,23,Madhya Pradesh,2022,Female,41733
1168,India,23,Madhya Pradesh,2022,Male,44416
1169,India,23,Madhya Pradesh,2023,Female,42255
1170,India,23,Madhya Pradesh,2023,Male,44926
1171,India,23,Madhya Pradesh,2024,Female,42776
1172,India,23,Madhya Pradesh,2024,Male,45435
1173,India,23,Madhya Pradesh,2025,Female,43298
1174,India,23,Madhya Pradesh,2025,Male,45945
1175,India,23,Madhya Pradesh,2026,Female,43778
1176,India,23,Madhya Pradesh,2026,Male,46406
1177,India,23,Madhya Pradesh,2027,Female,44229
1178,India,23,Madhya Pradesh,2027,Male,46832
1179,India,23,Madhya Pradesh,2028,Female,44679
1180,India,23,Madhya Pradesh,2028,Male,47258
1181,India,23,Madhya Pradesh,2029,Female,45130
1182,India,23,Madhya Pradesh,2029,Male,47685
1183,India,23,Madhya Pradesh,2030,Female,45581
1184,India,23,Madhya Pradesh,2030,Male,48111
1185,India,23,Madhya Pradesh,2031,Female,45998
1186,India,23,Madhya Pradesh,2031,Male,48496
1187,India,23,Madhya Pradesh,2032,Female,46390
1188,India,23,Madhya Pradesh,2032,Male,48853
1189,India,23,Madhya Pradesh,2033,Female,46783
1190,India,23,Madhya Pradesh,2033,Male,49210
1191,India,23,Madhya Pradesh,2034,Female,47175
1192,India,23,Madhya Pradesh,2034,Male,49567
1193,India,23,Madhya Pradesh,2035,Female,47568
1194,India,23,Madhya Pradesh,2035,Male,49924
1195,India,23,Madhya Pradesh,2036,Female,47960
1196,India,23,Madhya Pradesh,2036,Male,50281
1197,India,24,Gujarat,2011,Female,29198
1198,India,24,Gujarat,2011,Male,31792
1199,India,24,Gujarat,2012,Female,29626
1200,India,24,Gujarat,2012,Male,32308
1201,India,24,Gujarat,2013,Female,30053
1202,India,24,Gujarat,2013,Male,32824
1203,India,24,Gujarat,2014,Female,30481
1204,India,24,Gujarat,2014,Male,33340
1205,India,24,Gujarat,2015,Female,30909
1206,India,24,Gujarat,2015,Male,33856
1207,India,24,Gujarat,2016,Female,31332
1208,India,24,Gujarat,2016,Male,34366
1209,India,24,Gujarat,2017,Female,31752
1210,India,24,Gujarat,2017,Male,34872
1211,India,24,Gujarat,2018,Female,32172
1212,India,24,Gujarat,2018,Male,35378
1213,India,24,Gujarat,2019,Female,32593
1214,India,24,Gujarat,2019,Male,35884
1215,India,24,Gujarat,2020,Female,33013
1216,India,24,Gujarat,2020,Male,36390
1217,India,24,Gujarat,2021,Female,33417
1218,India,24,Gujarat,2021,Male,36872
1219,India,24,Gujarat,2022,Female,33811
1220,India,24,Gujarat,2022,Male,37338
1221,India,24,Gujarat,2023,Female,34205
1222,India,24,Gujarat,2023,Male,37804
1223,India,24,Gujarat,2024,Female,34598
1224,India,24,Gujarat,2024,Male,38270
1225,India,24,Gujarat,2025,Female,34992
1226,India,24,Gujarat,2025,Male,38736
1227,India,24,Gujarat,2026,Female,35365
1228,India,24,Gujarat,2026,Male,39170
1229,India,24,Gujarat,2027,Female,35723
1230,India,24,Gujarat,2027,Male,39581
1231,India,24,Gujarat,2028,Female,36081
1232,India,24,Gujarat,2028,Male,39992
1233,India,24,Gujarat,2029,Female,36439
1234,India,24,Gujarat,2029,Male,40403
1235,India,24,Gujarat,2030,Female,36797
1236,India,24,Gujarat,2030,Male,40814
1237,India,24,Gujarat,2031,Female,37129
1238,India,24,Gujarat,2031,Male,41197
1239,India,24,Gujarat,2032,Female,37443
1240,India,24,Gujarat,2032,Male,41560
1241,India,24,Gujarat,2033,Female,37757
1242,India,24,Gujarat,2033,Male,41923
1243,India,24,Gujarat,2034,Female,38071
1244,India,24,Gujarat,2034,Male,42286
1245,India,24,Gujarat,2035,Female,38385
1246,India,24,Gujarat,2035,Male,42648
1247,India,24,Gujarat,2036,Female,38700
1248,India,24,Gujarat,2036,Male,43011
1249,India,27,Maharashtra,2011,Female,54475
1250,India,27,Maharashtra,2011,Male,58640
1251,India,27,Maharashtra,2012,Female,55064
1252,India,27,Maharashtra,2012,Male,59322
1253,India,27,Maharashtra,2013,Female,55654
1254,India,27,Maharashtra,2013,Male,60003
1255,India,27,Maharashtra,2014,Female,56243
1256,India,27,Maharashtra,2014,Male,60684
1257,India,27,Maharashtra,2015,Female,56832
1258,India,27,Maharashtra,2015,Male,61365
1259,India,27,Maharashtra,2016,Female,57388
1260,India,27,Maharashtra,2016,Male,62005
1261,India,27,Maharashtra,2017,Female,57919
1262,India,27,Maharashtra,2017,Male,62616
1263,India,27,Maharashtra,2018,Female,58451
1264,India,27,Maharashtra,2018,Male,63226
1265,India,27,Maharashtra,2019,Female,58982
1266,India,27,Maharashtra,2019,Male,63837
1267,India,27,Maharashtra,2020,Female,59513
1268,India,27,Maharashtra,2020,Male,64448
1269,India,27,Maharashtra,2021,Female,60001
1270,India,27,Maharashtra,2021,Male,65004
1271,India,27,Maharashtra,2022,Female,60457
1272,India,27,Maharashtra,2022,Male,65522
1273,India,27,Maharashtra,2023,Female,60913
1274,India,27,Maharashtra,2023,Male,66040
1275,India,27,Maharashtra,2024,Female,61370
1276,India,27,Maharashtra,2024,Male,66558
1277,India,27,Maharashtra,2025,Female,61826
1278,India,27,Maharashtra,2025,Male,67076
1279,India,27,Maharashtra,2026,Female,62244
1280,India,27,Maharashtra,2026,Male,67548
1281,India,27,Maharashtra,2027,Female,62634
1282,India,27,Maharashtra,2027,Male,67986
1283,India,27,Maharashtra,2028,Female,63024
1284,India,27,Maharashtra,2028,Male,68425
1285,India,27,Maharashtra,2029,Female,63414
1286,India,27,Maharashtra,2029,Male,68863
1287,India,27,Maharashtra,2030,Female,63804
1288,India,27,Maharashtra,2030,Male,69301
1289,India,27,Maharashtra,2031,Female,64152
1290,India,27,Maharashtra,2031,Male,69685
1291,India,27,Maharashtra,2032,Female,64470
1292,India,27,Maharashtra,2032,Male,70030
1293,India,27,Maharashtra,2033,Female,64788
1294,India,27,Maharashtra,2033,Male,70375
1295,India,27,Maharashtra,2034,Female,65106
1296,India,27,Maharashtra,2034,Male,70719
1297,India,27,Maharashtra,2035,Female,65423
1298,India,27,Maharashtra,2035,Male,71064
1299,India,27,Maharashtra,2036,Female,65741
1300,India,27,Maharashtra,2036,Male,71409
1301,India,28,Andhra Pradesh,2011,Female,24853
1302,India,28,Andhra Pradesh,2011,Male,24933
1303,India,28,Andhra Pradesh,2012,Female,25036
1304,India,28,Andhra Pradesh,2012,Male,25109
1305,India,28,Andhra Pradesh,2013,Female,25219
1306,India,28,Andhra Pradesh,2013,Male,25285
1307,India,28,Andhra Pradesh,2014,Female,25402
1308,India,28,Andhra Pradesh,2014,Male,25461
1309,India,28,Andhra Pradesh,2015,Female,25585
1310,India,28,Andhra Pradesh,2015,Male,25637
1311,India,28,Andhra Pradesh,2016,Female,25745
1312,India,28,Andhra Pradesh,2016,Male,25791
1313,India,28,Andhra Pradesh,2017,Female,25890
1314,India,28,Andhra Pradesh,2017,Male,25930
1315,India,28,Andhra Pradesh,2018,Female,26035
1316,India,28,Andhra Pradesh,2018,Male,26068
1317,India,28,Andhra Pradesh,2019,Female,26179
1318,India,28,Andhra Pradesh,2019,Male,26207
1319,India,28,Andhra Pradesh,2020,Female,26324
1320,India,28,Andhra Pradesh,2020,Male,26345
1321,India,28,Andhra Pradesh,2021,Female,26441
1322,India,28,Andhra Pradesh,2021,Male,26453
1323,India,28,Andhra Pradesh,2022,Female,26539
1324,India,28,Andhra Pradesh,2022,Male,26540
1325,India,28,Andhra Pradesh,2023,Female,26638
1326,India,28,Andhra Pradesh,2023,Male,26626
1327,India,28,Andhra Pradesh,2024,Female,26736
1328,India,28,Andhra Pradesh,2024,Male,26712
1329,India,28,Andhra Pradesh,2025,Female,26834
1330,India,28,Andhra Pradesh,2025,Male,26798
1331,India,28,Andhra Pradesh,2026,Female,26906
1332,India,28,Andhra Pradesh,2026,Male,26857
1333,India,28,Andhra Pradesh,2027,Female,26959
1334,India,28,Andhra Pradesh,2027,Male,26897
1335,India,28,Andhra Pradesh,2028,Female,27013
1336,India,28,Andhra Pradesh,2028,Male,26937
1337,India,28,Andhra Pradesh,2029,Female,27066
1338,India,28,Andhra Pradesh,2029,Male,26977
1339,India,28,Andhra Pradesh,2030,Female,27120
1340,India,28,Andhra Pradesh,2030,Male,27016
1341,India,28,Andhra Pradesh,2031,Female,27152
1342,India,28,Andhra Pradesh,2031,Male,27033
1343,India,28,Andhra Pradesh,2032,Female,27168
1344,India,28,Andhra Pradesh,2032,Male,27032
1345,India,28,Andhra Pradesh,2033,Female,27184
1346,India,28,Andhra Pradesh,2033,Male,27031
1347,India,28,Andhra Pradesh,2034,Female,27200
1348,India,28,Andhra Pradesh,2034,Male,27030
1349,India,28,Andhra Pradesh,2035,Female,27216
1350,India,28,Andhra Pradesh,2035,Male,27030
1351,India,28,Andhra Pradesh,2036,Female,27232
1352,India,28,Andhra Pradesh,2036,Male,27029
1353,India,29,Karnataka,2011,Female,30307
1354,India,29,Karnataka,2011,Male,31153
1355,India,29,Karnataka,2012,Female,30614
1356,India,29,Karnataka,2012,Male,31474
1357,India,29,Karnataka,2013,Female,30921
1358,India,29,Karnataka,2013,Male,31794
1359,India,29,Karnataka,2014,Female,31227
1360,India,29,Karnataka,2014,Male,32114
1361,India,29,Karnataka,2015,Female,31534
1362,India,29,Karnataka,2015,Male,32434
1363,India,29,Karnataka,2016,Female,31810
1364,India,29,Karnataka,2016,Male,32724
1365,India,29,Karnataka,2017,Female,32064
1366,India,29,Karnataka,2017,Male,32993
1367,India,29,Karnataka,2018,Female,32319
1368,India,29,Karnataka,2018,Male,33262
1369,India,29,Karnataka,2019,Female,32573
1370,India,29,Karnataka,2019,Male,33530
1371,India,29,Karnataka,2020,Female,32828
1372,India,29,Karnataka,2020,Male,33799
1373,India,29,Karnataka,2021,Female,33055
1374,India,29,Karnataka,2021,Male,34037
1375,India,29,Karnataka,2022,Female,33263
1376,India,29,Karnataka,2022,Male,34252
1377,India,29,Karnataka,2023,Female,33471
1378,India,29,Karnataka,2023,Male,34467
1379,India,29,Karnataka,2024,Female,33680
1380,India,29,Karnataka,2024,Male,34682
1381,India,29,Karnataka,2025,Female,33888
1382,India,29,Karnataka,2025,Male,34897
1383,India,29,Karnataka,2026,Female,34072
1384,India,29,Karnataka,2026,Male,35087
1385,India,29,Karnataka,2027,Female,34240
1386,India,29,Karnataka,2027,Male,35257
1387,India,29,Karnataka,2028,Female,34407
1388,India,29,Karnataka,2028,Male,35428
1389,India,29,Karnataka,2029,Female,34575
1390,India,29,Karnataka,2029,Male,35598
1391,India,29,Karnataka,2030,Female,34742
1392,India,29,Karnataka,2030,Male,35769
1393,India,29,Karnataka,2031,Female,34888
1394,India,29,Karnataka,2031,Male,35915
1395,India,29,Karnataka,2032,Female,35019
1396,India,29,Karnataka,2032,Male,36043
1397,India,29,Karnataka,2033,Female,35150
1398,India,29,Karnataka,2033,Male,36172
1399,India,29,Karnataka,2034,Female,35280
1400,India,29,Karnataka,2034,Male,36300
1401,India,29,Karnataka,2035,Female,35411
1402,India,29,Karnataka,2035,Male,36429
1403,India,29,Karnataka,2036,Female,35542
1404,India,29,Karnataka,2036,Male,36557
1405,India,30,Goa,2011,Female,723
1406,India,30,Goa,2011,Male,742
1407,India,30,Goa,2012,Female,728
1408,India,30,Goa,2012,Male,747
1409,India,30,Goa,2013,Female,734
1410,India,30,Goa,2013,Male,752
1411,India,30,Goa,2014,Female,740
1412,India,30,Goa,2014,Male,757
1413,India,30,Goa,2015,Female,745
1414,India,30,Goa,2015,Male,762
1415,India,30,Goa,2016,Female,750
1416,India,30,Goa,2016,Male,767
1417,India,30,Goa,2017,Female,755
